?x	?xl
<http://purl.obolibrary.org/obo/ECO_0007668>	"computational evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000032>	"nucleotide BLAST evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006136>	"quantum mechanics/molecular mechanics simulation evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007320>	"author statement without traceable support used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000028>	"motif similarity evidence"
<http://purl.obolibrary.org/obo/ECO_0005535>	"machine learning prediction of motif instance evidence"
<http://purl.obolibrary.org/obo/ECO_0007756>	"curator inference from Britannica used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006153>	"self-reported individual's statement evidence"
<http://purl.obolibrary.org/obo/ECO_0007662>	"manually integrated combinatorial computational and experimental evidence"
<http://purl.obolibrary.org/obo/ECO_0000217>	"assertion method"
<http://purl.obolibrary.org/obo/ECO_0005623>	"comparative genomics motif search evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007641>	"curator inference from dictionary"
<http://purl.obolibrary.org/obo/ECO_0000001>	"inference from background scientific knowledge"
<http://purl.obolibrary.org/obo/ECO_0000254>	"genetic similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007659>	"automatically integrated combinatorial experimental evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006057>	"high throughput evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007829>	"combinatorial computational and experimental evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005649>	"machine learning prediction of motif instance evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005555>	"multiple sequence alignment evidence"
<http://purl.obolibrary.org/obo/ECO_0000345>	"single exon transcript confirmation via alignment evidence"
<http://purl.obolibrary.org/obo/ECO_0007638>	"curator inference from Wikipedia"
<http://purl.obolibrary.org/obo/ECO_0007679>	"combinatorial computational evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000362>	"computational inference"
<http://purl.obolibrary.org/obo/ECO_0005505>	"regular expression motif search evidence"
<http://purl.obolibrary.org/obo/ECO_0000244>	"combinatorial evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007330>	"phylogenetic determination of loss of key residues evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000083>	"transmembrane domain prediction evidence"
<http://purl.obolibrary.org/obo/ECO_0006145>	"density functional theory simulation evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007484>	"biological system reconstruction evidence based on inference from background scientific knowledge used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005546>	"biological system reconstruction evidence based on paralogy evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007673>	"automatically integrated combinatorial evidence"
<http://purl.obolibrary.org/obo/ECO_0007094>	"positional similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007669>	"computational evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000354>	"gene neighbors evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000033>	"author statement supported by traceable reference"
<http://purl.obolibrary.org/obo/ECO_0007838>	"curator inference from book used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000218>	"manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007327>	"genomic context evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006154>	"self-reported patient statement evidence"
<http://purl.obolibrary.org/obo/ECO_0007663>	"manually integrated combinatorial computational and experimental evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006060>	"high throughput cell biology evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007832>	"inferential evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000264>	"transmembrane domain prediction evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006137>	"quantum mechanics/molecular mechanics simulation evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000051>	"genetic similarity evidence"
<http://purl.obolibrary.org/obo/ECO_0007642>	"curator inference from Oxford Dictionary"
<http://purl.obolibrary.org/obo/ECO_0007321>	"author statement supported by traceable reference used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000029>	"match to InterPro member signature evidence"
<http://purl.obolibrary.org/obo/ECO_0005536>	"position-specific scoring matrix motif search evidence"
<http://purl.obolibrary.org/obo/ECO_0007648>	"manually integrated combinatorial computational evidence"
<http://purl.obolibrary.org/obo/ECO_0000326>	"transcript splice pattern evidence"
<http://purl.obolibrary.org/obo/ECO_0007592>	"combinatorial experimental and author inference evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000255>	"match to sequence model evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006155>	"documented statement evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005556>	"multiple sequence alignment evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006058>	"high throughput cell biology evidence"
<http://purl.obolibrary.org/obo/ECO_0007639>	"curator inference from Britannica"
<http://purl.obolibrary.org/obo/ECO_0007824>	"phenotypic similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005550>	"biological system reconstruction evidence based on paralogy evidence"
<http://purl.obolibrary.org/obo/ECO_0007152>	"single exon transcript confirmation via alignment evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006146>	"density functional theory simulation evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000363>	"computational inference used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007331>	"rapid divergence from ancestral sequence evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000084>	"gene neighbors evidence"
<http://purl.obolibrary.org/obo/ECO_0007674>	"manually integrated combinatorial evidence"
<http://purl.obolibrary.org/obo/ECO_0007842>	"curator inference from Oxford Dictionary used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000200>	"sequence alignment evidence"
<http://purl.obolibrary.org/obo/ECO_0000245>	"automatically integrated combinatorial evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007745>	"combinatorial experimental evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005547>	"biological system reconstruction evidence based on inference from background scientific knowledge used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007328>	"biological aspect of ancestor evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007539>	"author statement from published clinical study used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007833>	"curator inference from authoritative source used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000265>	"sequence orthology evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000355>	"phylogenetic distribution evidence"
<http://purl.obolibrary.org/obo/ECO_0007839>	"curator inference from dictionary used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006138>	"molecular mechanics simulation evidence"
<http://purl.obolibrary.org/obo/ECO_0007643>	"curator inference from Merriam-Webster Dictionary"
<http://purl.obolibrary.org/obo/ECO_0007322>	"curator inference used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007649>	"manually integrated combinatorial computational evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000327>	"whole transcript splice pattern evidence"
<http://purl.obolibrary.org/obo/ECO_0007593>	"combinatorial experimental and curator inference evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006156>	"documented statement evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006018>	"inference based on individual clinical experience"
<http://purl.obolibrary.org/obo/ECO_0005557>	"multiple sequence alignment evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000250>	"sequence similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006059>	"high throughput cell biology evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007825>	"transcript splice pattern evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000256>	"match to sequence model evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000364>	"evidence based on logical inference from manual annotation used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000044>	"sequence similarity evidence"
<http://purl.obolibrary.org/obo/ECO_0005551>	"biological system reconstruction evidence by experimental evidence"
<http://purl.obolibrary.org/obo/ECO_0007153>	"phylogenetic distribution evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007194>	"structural similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007675>	"manually integrated combinatorial evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007843>	"curator inference from journal publication used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007096>	"compositional similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005542>	"biological system reconstruction evidence by experimental evidence from single species used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007746>	"biological system reconstruction evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007652>	"automatically integrated combinatorial computational evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005548>	"biological system reconstruction evidence based on inference from background scientific knowledge"
<http://purl.obolibrary.org/obo/ECO_0000248>	"sequence alignment evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007090>	"structural similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000201>	"sequence orthology evidence"
<http://purl.obolibrary.org/obo/ECO_0007834>	"curator inference from encyclopedia used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000266>	"sequence orthology evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000053>	"automatically integrated combinatorial evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005560>	"pairwise sequence alignment evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007323>	"inference from background scientific knowledge used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007329>	"biological aspect of descendant evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000328>	"coding sequence splice pattern evidence"
<http://purl.obolibrary.org/obo/ECO_0000260>	"match to InterPro member signature evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005654>	"phylogenetic footprinting evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006157>	"self-reported individual's statement evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007644>	"curator inference from MedlinePlus dictionary"
<http://purl.obolibrary.org/obo/ECO_0000210>	"nucleotide BLAST evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006019>	"inference based on individual clinical experience used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000251>	"similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007319>	"author statement used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005552>	"biological system reconstruction evidence by experimental evidence from mixed species"
<http://purl.obolibrary.org/obo/ECO_0000257>	"motif similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005558>	"motif discovery evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007750>	"phylogenetic evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000305>	"curator inference used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000063>	"compositional similarity evidence"
<http://purl.obolibrary.org/obo/ECO_0000247>	"sequence alignment evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007653>	"automatically integrated combinatorial computational evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000208>	"protein BLAST evidence"
<http://purl.obolibrary.org/obo/ECO_0005549>	"biological system reconstruction evidence based on homology evidence"
<http://purl.obolibrary.org/obo/ECO_0007333>	"gene neighbors evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000501>	"evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0001828>	"inference of sequence features from visual inspection used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007097>	"developmental similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000202>	"match to sequence model evidence"
<http://purl.obolibrary.org/obo/ECO_0007747>	"biological system reconstruction evidence by experimental evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007324>	"no evidence data found used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000249>	"sequence similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000261>	"targeting sequence prediction evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007835>	"curator inference from Wikipedia used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005655>	"phylogenetic footprinting evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005561>	"pairwise sequence alignment evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006158>	"self-reported individual's statement evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007645>	"curator inference from journal publication"
<http://purl.obolibrary.org/obo/ECO_0000211>	"protein BLAST evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007761>	"curator inference from MedlinePlus dictionary used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000258>	"motif similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007479>	"biological system reconstruction evidence by experimental evidence from single species used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005553>	"biological system reconstruction evidence by experimental evidence from single species"
<http://purl.obolibrary.org/obo/ECO_0007757>	"curator inference from book used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0005559>	"motif discovery evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000306>	"inference from background scientific knowledge used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000212>	"combinatorial evidence"
<http://purl.obolibrary.org/obo/ECO_0007540>	"inference based on individual clinical experience used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007751>	"inferential evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000366>	"evidence based on logical inference from automatic annotation used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007654>	"combinatorial experimental evidence"
<http://purl.obolibrary.org/obo/ECO_0005624>	"consensus search evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000203>	"automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007098>	"morphological similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000209>	"BLAST evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000317>	"genomic context evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007748>	"phenotypic similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000262>	"targeting sequence prediction evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0006140>	"molecular mechanics simulation evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007836>	"curator inference from Britannica used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000311>	"imported information"
<http://purl.obolibrary.org/obo/ECO_0007646>	"curator inference from book"
<http://purl.obolibrary.org/obo/ECO_0000034>	"author statement without traceable support"
<http://purl.obolibrary.org/obo/ECO_0005650>	"machine learning prediction of motif instance evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007762>	"curator inference from Oxford Dictionary used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000075>	"gene expression similarity evidence"
<http://purl.obolibrary.org/obo/ECO_0000259>	"match to InterPro member signature evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0006159>	"self-reported patient statement evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007664>	"manually integrated combinatorial computational and experimental evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0000320>	"phylogenetic determination of loss of key residues evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007850>	"inference of sequence features from visual inspection"
<http://purl.obolibrary.org/obo/ECO_0005531>	"motif discovery evidence"
<http://purl.obolibrary.org/obo/ECO_0007752>	"curator inference from authoritative source used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000307>	"no evidence data found used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007011>	"combinatorial experimental and author inference evidence"
<http://purl.obolibrary.org/obo/ECO_0000213>	"combinatorial evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005554>	"pairwise sequence alignment evidence"
<http://purl.obolibrary.org/obo/ECO_0000321>	"rapid divergence from ancestral sequence evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007200>	"compositional similarity evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007758>	"curator inference from journal publication used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007840>	"curator inference from MedlinePlus dictionary used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0005625>	"consensus search evidence used in automatic assertion"
<http://purl.obolibrary.org/obo/ECO_0007099>	"gene expression similarity evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0000204>	"author statement"
<http://purl.obolibrary.org/obo/ECO_0007749>	"transcript splice pattern evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007655>	"manually integrated combinatorial experimental evidence"
<http://purl.obolibrary.org/obo/ECO_0000318>	"biological aspect of ancestor evidence used in manual assertion"
<http://purl.obolibrary.org/obo/ECO_0007837>	"curator inference from MedlinePlus encyclopedia used in automatic assertion"
